,show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,target_ages,principal_country
2257,80134521,Movie,Berlin Kaplani,Turkey,"March 10, 2017",2012,TV-14,99 min,"Comedies, International Movies, Sports Movies","After a losing streak puts him in debt of 50,000 euros to his sponsors, an unlikely Turkish-German boxer in Berlin finds himself in need of a miracle.",2017,March,Teens,Turkey
2258,80081170,TV Show,Buddy Thunderstruck,United States,"March 10, 2017",2017,TV-PG,1 Season,"Kids' TV, TV Comedies","Follow the outrageous, high-octane adventures of Buddy Thunderstruck, a truck-racing dog who brings guts and good times to the town of Greasepit.",2017,March,Older Kids,United States
2259,80097003,Movie,Burning Sands,United States,"March 10, 2017",2017,TV-MA,102 min,"Dramas, Independent Movies",Promising student Zurich opens his eyes to some hard truths when his fraternity's violent hazing escalates into a disastrous hell night.,2017,March,Adults,United States
2260,80134516,Movie,Çarsi Pazar,Turkey,"March 10, 2017",2015,TV-14,97 min,"Comedies, International Movies",The slacker owner of a public bath house rallies his community to save it when a big developer comes to town to close it down and open a new mall.,2017,March,Teens,Turkey
2261,80134606,Movie,Çok Filim Hareketler Bunlar,Turkey,"March 10, 2017",2010,TV-MA,99 min,"Comedies, International Movies","Vignettes of the summer holidays follow vacationers as they battle mosquitoes, suffer ruined plans and otherwise hit snags in their precious time off.",2017,March,Adults,Turkey
2262,80134518,Movie,Dedemin Fisi,Turkey,"March 10, 2017",2016,TV-14,101 min,"Comedies, International Movies","When a brain-dead family patriarch is about to be taken off life support, his extended family gathers round and plots to see who'll get his money.",2017,March,Teens,Turkey
2263,80134330,Movie,Deliha,Turkey,"March 10, 2017",2014,TV-14,102 min,"Comedies, International Movies, Romantic Movies","Short on sense but long on self-confidence, dotty Deliha sets her sights on a hunky photographer who opens up shop in her neighborhood.",2017,March,Teens,Turkey
2264,80038298,Movie,Düğün Dernek,Turkey,"March 10, 2017",2013,TV-PG,102 min,"Comedies, International Movies","On the first day of Ramadan, Ismail joins friends on a road trip to a mosque and encounters his son, who, to Ismail's chagrin, plans a hasty wedding.",2017,March,Older Kids,Turkey
2265,80134500,Movie,Dügün Dernek 2: Sünnet,Turkey,"March 10, 2017",2015,TV-MA,107 min,"Comedies, International Movies",Ismail and his old screwball crew land themselves in hot water when his grandson's circumcision evolves into a buzz-making citywide event.,2017,March,Adults,Turkey
2266,80038353,Movie,Eyyvah Eyyvah,Turkey,"March 10, 2017",2010,TV-MA,99 min,"Comedies, International Movies","A clarinet player who lives with his grandparents in a small village is forced to move to Istanbul, where he meets a singer enjoying sudden fame.",2017,March,Adults,Turkey
2267,80038354,Movie,Eyyvah Eyyvah 2,Turkey,"March 10, 2017",2011,TV-PG,106 min,"Comedies, International Movies, Romantic Movies","Hüseyin has found his father, and now has one more mission – to get together with the girl of his dreams, with a little help from his new friend.",2017,March,Older Kids,Turkey
2268,80038439,Movie,Eyyvah Eyyvah 3,Turkey,"March 10, 2017",2014,TV-PG,103 min,"Comedies, International Movies","Life is tough for Hüseyin after marrying his true love. He works day and night to support his growing family, while singer Firuzan copes with fame.",2017,March,Older Kids,Turkey
2269,80038440,Movie,G.O.R.A,Turkey,"March 10, 2017",2004,TV-MA,123 min,"Action & Adventure, Comedies, International Movies","Carpet dealer and UFO photo forger Arif is abducted by aliens. On the planet Gora, he helps friends escape from a meteorite strike and find freedom.",2017,March,Adults,Turkey
2270,80134604,Movie,Hayat Öpücügü,Turkey,"March 10, 2017",2015,TV-14,98 min,"Comedies, Dramas, International Movies","High-strung Metin finally stops seeing doom and gloom around every corner when he meets vivacious Hayat, but she has her own soul-searching to do.",2017,March,Teens,Turkey
2271,80134524,Movie,Hokkabaz,Turkey,"March 10, 2017",2006,TV-MA,118 min,"Comedies, Dramas, International Movies","Trying to resurrect his career, not-so-talented magician Iskender goes on tour, but things get iffy when one of his illusions works a little too well.",2017,March,Adults,Turkey
2272,80038355,Movie,Hükümet Kadin,Turkey,"March 10, 2017",2013,TV-MA,100 min,"Comedies, International Movies","When an uneducated mother of eight suddenly becomes mayor, she uses the skills she's learned as a housewife to keep her town running like clockwork.",2017,March,Adults,Turkey
2273,80038441,Movie,Hükümet Kadin 2,Turkey,"March 10, 2017",2013,TV-14,101 min,"Comedies, International Movies","In 1949, with freedoms threatened, housewife Hükümet is unaware of her future life in politics as she faces off with liar and mayoral hopeful Faruk.",2017,March,Teens,Turkey
2274,80134433,Movie,Incir Receli 2,Turkey,"March 10, 2017",2014,TV-14,103 min,"Dramas, International Movies, Romantic Movies","Grief-stricken over the death of his true love, singer-songwriter Metin has given up on life, until he meets Gizem, who slowly reawakens his heart.",2017,March,Teens,Turkey
2275,80134436,Movie,Kara Bela,Turkey,"March 10, 2017",2015,TV-14,101 min,"Comedies, International Movies",The uneventful life of middle-aged Kudret turns upside down when a road trip turns into a wild race for survival with killers in hot pursuit.,2017,March,Teens,Turkey
2276,80134514,Movie,Kocan Kadar Konus,Turkey,"March 10, 2017",2015,TV-14,104 min,"Comedies, International Movies, Romantic Movies",A 30-year-old who's never taken the traditional path to love is tutored by her friends and family before reconnecting with her high school crush.,2017,March,Teens,Turkey
2277,80134398,Movie,Kocan Kadar Konus 2: Dirilis,Turkey,"March 10, 2017",2016,TV-14,104 min,"Comedies, International Movies, Romantic Movies","Efsun has found Mr. Right in Sinan, and their relationship is taking a serious turn. But their eccentric families quickly complicate the romance.",2017,March,Teens,Turkey
2278,80134520,Movie,Kurtulus Son Durak,Turkey,"March 10, 2017",2012,TV-MA,100 min,"Comedies, Dramas, International Movies","When a recently single psychologist moves to a new neighborhood, she finds friendship with women starting to rebel against years of domestic abuse.",2017,March,Adults,Turkey
2279,80134420,Movie,Mucize,Turkey,"March 10, 2017",2015,TV-14,136 min,"Dramas, International Movies","Sent away from his family to a remote mountain town, teacher Mahir helps the villagers build a school – and inspires a path to hope for them all.",2017,March,Teens,Turkey
2280,80134501,Movie,Niyazi Gül Dörtnala,Turkey,"March 10, 2017",2015,TV-14,102 min,"Comedies, International Movies","Seeking the formula behind a magical elixir bequeathed to him by his father, a veterinary professor gets embroiled in a mobster's horse-racing scheme.",2017,March,Teens,Turkey
2281,80161700,TV Show,One More Time,South Korea,"March 10, 2017",2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",This fantasy drama follows an indie band singer who repeatedly undergoes unwanted time slips and the girlfriend he must save from an unlucky fate.,2017,March,Teens,South Korea
2282,80134399,Movie,Patron Mutlu Son Istiyor,Turkey,"March 10, 2017",2014,TV-MA,105 min,"Comedies, International Movies, Romantic Movies","Sent to a remote village to write a screenplay, Sinan finds inspiration to spare in colorful locals, farcical misadventures and the craziness of love.",2017,March,Adults,Turkey
2283,80160127,Movie,Refugee,United States,"March 10, 2017",2016,TV-PG,24 min,Documentaries,Five acclaimed photographers travel the world to provide detailed insight into the difficult conditions faced by refugees who dream of a better life.,2017,March,Older Kids,United States
2284,80134438,Movie,Romantik Komedi,Turkey,"March 10, 2017",2010,NR,110 min,"Comedies, International Movies, Romantic Movies","Bored with her life and inspired by a friend's wedding, Esra quits her job and dumps her boyfriend, leading to a series of romantic misadventures.",2017,March,Adults,Turkey
2285,80134435,Movie,Romantik Komedi 2: Bekarlığa Veda,Turkey,"March 10, 2017",2013,TV-14,105 min,"Comedies, International Movies, Romantic Movies","Didem tries everything to get actor Cem to propose to her, but he's got other things on his mind: a beautiful new co-star and a secret bachelor party.",2017,March,Teens,Turkey
2286,80134519,Movie,Sadece Sen,Turkey,"March 10, 2017",2014,TV-MA,105 min,"Dramas, International Movies, Romantic Movies","An ex-boxer falls in love with a blind woman and starts to build a new life, but his violent past returns to endanger them both.",2017,March,Adults,Turkey
2287,80134434,Movie,Sen Kimsin?,Turkey,"March 10, 2017",2012,TV-14,102 min,"Comedies, International Movies","Desperate for cash, klutzy private investigator Tekin searches for a wealthy woman's missing girl but faces one surprise and mishap after another.",2017,March,Teens,Turkey
2288,80160357,Movie,The Boss's Daughter,France,"March 10, 2017",2015,TV-MA,98 min,"Dramas, International Movies, Romantic Movies","While working together, a married textile foreman and his boss’s daughter have a torrid love affair, stirring up hostility among the factory crew.",2017,March,Adults,France
2289,70299745,Movie,The Butterfly's Dream,Turkey,"March 10, 2017",2013,TV-PG,118 min,"Dramas, International Movies, Romantic Movies","Forced to work in a coal mine during World War II, two young poets find some escape when they both fall for the same woman.",2017,March,Older Kids,Turkey
2290,80038527,Movie,Vizontele,Turkey,"March 10, 2017",2001,NR,106 min,"Comedies, Dramas, International Movies","In 1974, a rural town in Anatolia gets its first television set – an event that's met with both excitement and trepidation by the villagers.",2017,March,Adults,Turkey
2291,80038445,Movie,Vizontele Tuuba,Turkey,"March 10, 2017",2004,NR,106 min,"Comedies, Dramas, International Movies","With civil war looming, a TV-obsessed Turkish town is bemused when a bureaucrat and his daughter arrive to modernize their library.",2017,March,Adults,Turkey
2292,81059183,Movie,"2,215",Thailand,"March 1, 2019",2018,TV-14,89 min,"Documentaries, International Movies, Sports Movies","This intimate documentary follows rock star Artiwara Kongmalai on his historic, 2,215-kilometer charity run across Thailand in 2017.",2019,March,Teens,Thailand
2293,81024332,Movie,An Interview with God,United States,"March 1, 2019",2018,TV-PG,97 min,"Dramas, Faith & Spirituality","After an assignment in a war zone, a journalist trying to put his life back together is granted an interview with someone claiming to be God.",2019,March,Older Kids,United States
2294,81059444,Movie,BNK48: Girls Don't Cry,Thailand,"March 1, 2019",2018,TV-PG,108 min,"Documentaries, International Movies, Music & Musicals","Members of the Thai idol girl group BNK48 open up about their experiences beyond the spotlight, their training and the nature of fame.",2019,March,Older Kids,Thailand
2295,80987464,Movie,Budapest,"France, Belgium","March 1, 2019",2018,TV-MA,103 min,"Comedies, International Movies","Two best friends put their careers and marriages on the line when they launch a business hosting outrageous, anything-goes bachelor parties in Hungary.",2019,March,Adults,France
2296,80156925,Movie,Christmas in the Smokies,United States,"March 1, 2019",2015,TV-G,88 min,"Children & Family Movies, Dramas, Romantic Movies","In the Smoky Mountains, an ambitious woman works to save her family's historic berry farm as her ex, a country music star, returns to town.",2019,March,Kids,United States
2297,80222770,TV Show,Cricket Fever: Mumbai Indians,India,"March 1, 2019",2019,TV-MA,1 Season,"Docuseries, International TV Shows",Follow Indian Premier League champions Mumbai Indians through the 2018 season in this series featuring insider insights and intense cricket action.,2019,March,Adults,India
2298,60002907,Movie,"Crouching Tiger, Hidden Dragon","Taiwan, Hong Kong, United States, China","March 1, 2019",2000,PG-13,120 min,"Action & Adventure, International Movies, Romantic Movies",A young woman in ancient China longs for an adventurous life rather than a dull arranged marriage in Ang Lee's Oscar-winning martial arts epic.,2019,March,Teens,Taiwan
2299,80207473,Movie,Dead in a Week (Or Your Money Back),United Kingdom,"March 1, 2019",2018,TV-MA,90 min,Comedies,"After several failed attempts at taking his own life, a young man hires an aging assassin who’ll do anything to fend off retirement.",2019,March,Adults,United Kingdom
2300,80001101,TV Show,Doomsday Preppers,United States,"March 1, 2019",2013,TV-14,1 Season,"Reality TV, Science & Nature TV",This series highlights a diverse group of survivalists as they prepare for various catastrophic scenarios that could cause civilization to collapse.,2019,March,Teens,United States
2301,80990534,Movie,Haunting on Fraternity Row,United States,"March 1, 2019",2018,TV-MA,99 min,"Horror Movies, Independent Movies","When a fraternity's last big luau serves up horrible deaths to its partygoers, the brothers learn firsthand about their house’s frightening history.",2019,March,Adults,United States
2302,70111265,Movie,Hulk Vs.,United States,"March 1, 2019",2009,PG-13,83 min,"Action & Adventure, Sci-Fi & Fantasy",This action-packed animated double feature pits the Hulk against two of the Marvel Universe's most powerful characters: Wolverine and Thor.,2019,March,Teens,United States
2303,70024098,Movie,Junebug,United States,"March 1, 2019",2005,R,107 min,"Comedies, Dramas, Independent Movies","When a big-city art dealer travels to North Carolina to meet her new husband's small-town family, their trip gives rise to a multitude of problems.",2019,March,Adults,United States
2304,80071907,Movie,Kilo Two Bravo,United Kingdom,"March 1, 2019",2014,R,109 min,"Dramas, Independent Movies, Thrillers","On patrol in Afghanistan, a British paratrooper unit unwittingly ventures into a dry riverbed that turns out to be littered with land mines.",2019,March,Adults,United Kingdom
2305,70020730,Movie,Layer Cake,United Kingdom,"March 1, 2019",2004,R,105 min,"Independent Movies, International Movies, Thrillers",A seasoned British drug dealer longs to ditch his illegal trade. But he can't do that without wrapping up just one more job.,2019,March,Adults,United Kingdom
2306,80198306,TV Show,Losers,United States,"March 1, 2019",2019,TV-MA,1 Season,Docuseries,"In a ""winning is everything"" society, how do we handle failure? This series profiles athletes who have turned the agony of defeat into human triumph.",2019,March,Adults,United States
2307,80202258,TV Show,Northern Rescue,Canada,"March 1, 2019",2019,TV-14,1 Season,TV Dramas,"After the sudden death of his wife, search and rescue commander John West relocates with his three kids to his rural hometown of Turtle Island Bay.",2019,March,Teens,Canada
2308,80057137,Movie,Pants on Fire,Canada,"March 1, 2019",2014,TV-G,87 min,"Children & Family Movies, Comedies",Jealous girlfriends and aliens are just some of the things Jack lied about to become popular. Now the lies are coming to life and ruining everything.,2019,March,Kids,Canada
2309,81045720,Movie,Paranormal Investigation,"United States, France","March 1, 2019",2018,TV-MA,93 min,"Horror Movies, International Movies, Thrillers","When a young man becomes possessed after playing a Ouija game, a ghost hunter investigates the evil spirit dwelling within him.",2019,March,Adults,United States
2310,70236016,Movie,Radio Rebel,United States,"March 1, 2019",2012,TV-G,90 min,"Children & Family Movies, Comedies","Shy student Tara has a secret identity: She is smooth-talking Radio Rebel, a DJ who lends her voice to all kids, popular and unpopular alike.",2019,March,Kids,United States
2311,81069249,Movie,Room for Rent,Canada,"March 1, 2019",2017,TV-MA,89 min,"Comedies, Independent Movies","To save his parents’ home, a lottery-squandering 32-year-old man sublets a room to a disarmingly creepy tenant.",2019,March,Adults,Canada
2312,81083971,Movie,Sarvam Thaala Mayam (Tamil Version),India,"March 1, 2019",2018,TV-14,131 min,"Dramas, International Movies, Music & Musicals","An aspiring musician battles age-old caste divides to be able to learn the art of a classical instrument from a traditionalist, veteran percussionist.",2019,March,Teens,India
2313,80200047,Movie,The Boy Who Harnessed the Wind,"United Kingdom, Malawi","March 1, 2019",2019,TV-14,114 min,"Children & Family Movies, Dramas, Independent Movies","Inspired by a science book, 13-year-old William Kamkwamba builds a wind turbine to save his Malawian village from famine. Based on a true story.",2019,March,Teens,United Kingdom
2314,80156772,Movie,The Christmas Project,United States,"March 1, 2019",2016,TV-PG,92 min,"Children & Family Movies, Comedies",Four brothers prepare for war when they're forced to deliver secret holiday gifts to the school bullies. But they soon learn kindness goes a long way.,2019,March,Older Kids,United States
2315,81016361,Movie,The Incredible Story of the Giant Pear,Denmark,"March 1, 2019",2018,TV-G,75 min,Children & Family Movies,"Sebastian the elephant and his feline friend Mithco sail on a gigantic peach to rescue Sunnytown's beloved mayor, who's stranded on a mysterious island.",2019,March,Kids,Denmark
2316,81055395,Movie,The Last Runway,"Paraguay, Argentina","March 1, 2019",2018,TV-MA,107 min,"Action & Adventure, International Movies",An ex-colonel forms a special paramilitary group focused on combatting drug trafficking on the Paraguayan border.,2019,March,Adults,Paraguay
2317,70077556,Movie,The Spiderwick Chronicles,United States,"March 1, 2019",2008,PG,97 min,Children & Family Movies,"When city-raised twins move to a tumbledown country mansion, it's quite an adjustment – especially after they uncover a magical fantasy world.",2019,March,Older Kids,United States
2318,80994738,TV Show,ThirTEEN Terrors,Thailand,"March 1, 2019",2014,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries",A group of teens searches for the dark truth behind their school's mysterious and brutal history.,2019,March,Adults,Thailand
2319,70100412,Movie,Tyson,"United States, France","March 1, 2019",2008,R,90 min,"Documentaries, Sports Movies","In this surprisingly emotional documentary, heavyweight champ Mike Tyson analyzes the controversies surrounding his career and turbulent private life.",2019,March,Adults,United States
2320,60021299,Movie,Wet Hot American Summer,United States,"March 1, 2019",2001,R,98 min,"Comedies, Cult Movies, Independent Movies","Everyone wants a final shot at action on the last day at Camp Firewood, in this campy 1980s summer-camp spoof from the creators of ""The State.""",2019,March,Adults,United States
2321,70129374,Movie,Winter's Bone,United States,"March 1, 2019",2010,R,100 min,"Dramas, Independent Movies","In this unflinching noir drama, a resilient teen goes on the trail of her missing, drug-dealing father when his absence threatens the family's safety.",2019,March,Adults,United States
2322,80167647,Movie,Your Son,"Spain, France","March 1, 2019",2018,TV-MA,103 min,"Dramas, International Movies, Thrillers","After his son is brutally beaten outside a nightclub, a surgeon takes the law into his own hands and seeks vengeance against the perpetrators.",2019,March,Adults,Spain
2323,80215076,TV Show,21 Thunder,Canada,"March 1, 2018",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Players and coaches for a Montreal soccer team chase dreams of stardom while their personal lives erupt with love, fear, passion and violence.",2018,March,Adults,Canada
2324,80184973,Movie,2307: Winter's Dream,United States,"March 1, 2018",2016,TV-MA,101 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","In the frozen tundra of a futuristic Arizona where humans have been forced underground, a soldier hunts the bioengineered leader of a rebellion.",2018,March,Adults,United States
2325,80203919,Movie,Adel Karam: Live from Beirut,United States,"March 1, 2018",2018,TV-MA,59 min,Stand-Up Comedy,"From Casino du Liban, Lebanese actor and comedian Adel Karam delivers earthy punchlines on kissing norms, colonoscopies and a porn star named Rocco.",2018,March,Adults,United States
2326,70229921,Movie,Ai Weiwei: Never Sorry,United States,"March 1, 2018",2012,R,91 min,Documentaries,Chinese artist and activist Ai Weiwei uses social media and art to inspire protests and suffers government persecution for his actions.,2018,March,Adults,United States
2327,70021551,Movie,Aitraaz,India,"March 1, 2018",2004,TV-14,153 min,"International Movies, Music & Musicals, Romantic Movies",A happily married business executive is forced to deal with an episode from his past that he had long thought was put behind him.,2018,March,Teens,India
2328,80236167,Movie,Bachelor Girls,India,"March 1, 2018",2016,TV-14,61 min,"Documentaries, International Movies","Through intimate interviews, this documentary explores the stigma facing independent women who seek housing in modern Mumbai.",2018,March,Teens,India
2329,80175151,Movie,Balu Mahi,Pakistan,"March 1, 2018",2017,TV-14,149 min,"International Movies, Romantic Movies","Determined to stop his ex-girlfriend from marrying, a young man crashes the wrong wedding and meets a bride looking to run away.",2018,March,Teens,Pakistan
2330,80232404,Movie,Battle Drone,United States,"March 1, 2018",2018,TV-MA,94 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","A team of mercenaries working with the CIA accepts an off-the-books mission in Chernobyl, where deadly human-controlled droids prepare an ambush.",2018,March,Adults,United States
2331,60036746,Movie,Boom,India,"March 1, 2018",2003,TV-MA,79 min,"Action & Adventure, Dramas, International Movies","Following a fashion show mishap, three supermodels find themselves on the run from dangerous gangsters trying to recover a fortune in stolen diamonds.",2018,March,Adults,India
2332,60036613,Movie,Company,India,"March 1, 2018",2002,TV-MA,137 min,"Action & Adventure, Dramas, International Movies","Following a misunderstanding, a gangster and his boss part ways and become bitter enemies – with devastating consequences.",2018,March,Adults,India
2333,80219180,TV Show,Darr Sabko Lagta Hai,India,"March 1, 2018",2015,TV-MA,1 Season,"International TV Shows, TV Horror, TV Thrillers","In this chilling horror anthology series, actress and model Bipasha Basu meets people who have had disconcerting paranormal experiences.",2018,March,Adults,India
2334,80214584,Movie,Deathgrip,United Kingdom,"March 1, 2018",2017,TV-MA,53 min,"International Movies, Sports Movies",Mountain bikers – including legend Brendan Fairclough – put their skills to the test and engage in daring feats set against vivid backdrops.,2018,March,Adults,United Kingdom
2335,17671454,Movie,Dil Se,India,"March 1, 2018",1998,TV-14,166 min,"Dramas, International Movies, Romantic Movies",A radio broadcaster's intense attraction to a mysterious woman opens the door to a tidal wave of powerful emotions and desires.,2018,March,Teens,India
2336,60036617,Movie,Dum,India,"March 1, 2018",2003,TV-14,162 min,"Action & Adventure, Dramas, International Movies","When one of his colleagues becomes corrupted by power and goes over to the dark side, a young police officer tries to bring the offender to justice.",2018,March,Teens,India
2337,80230555,Movie,Elles étaient en guerre 1939-1945,United States,"March 1, 2018",2015,TV-14,92 min,"Documentaries, International Movies","Mothers, nurses, soldiers and deportees – these women fought against persecution for freedom and survival amid the turbulence of World War II.",2018,March,Teens,United States
2338,70294790,Movie,Grand Masti,India,"March 1, 2018",2013,TV-MA,93 min,"Comedies, International Movies, Music & Musicals","Leaving their wives at home, three randy friends look forward to some raunchy extramarital fun at their college reunion.",2018,March,Adults,India
2339,70063017,Movie,Guru,India,"March 1, 2018",2007,TV-14,155 min,"Dramas, International Movies",Ambitious Gurukant Desai ignores his father's advice and leaves his village to find success in Turkey.,2018,March,Teens,India
2340,60003401,Movie,Hamara Dil Aapke Paas Hai,India,"March 1, 2018",2000,TV-14,158 min,"Dramas, International Movies, Music & Musicals","Love blooms when kind-hearted Avinash takes in Preeti, a woman shunned by society, but the unorthodox living situation creates quite a stir among the neighbors.",2018,March,Teens,India
2341,80224605,Movie,Hans Zimmer: Live in Prague,United Kingdom,"March 1, 2018",2017,TV-G,138 min,"International Movies, Music & Musicals","In this concert film, Oscar-winning composer Hans Zimmer performs his most iconic movie scores to a sell-out crowd at the O2 Arena in Prague.",2018,March,Kids,United Kingdom
2342,70021253,Movie,Haseena Maan Jaayegi,India,"March 1, 2018",1999,TV-PG,151 min,"Action & Adventure, Comedies, Dramas","A millionaire opens the door to comic complications when he punishes his spoiled sons for trying to make money through shady, get-rich-quick schemes.",2018,March,Older Kids,India
2343,70138498,Movie,Hide & Seek,India,"March 1, 2018",2010,TV-14,96 min,"Horror Movies, International Movies, Thrillers","Years after an accident at a wild Christmas party traumatized them all, six former friends find themselves trapped in a shopping mall and forced by a killer disguised as Santa Claus to play a lethal game of hide-and-seek.",2018,March,Teens,India
2344,80188099,Movie,Inconceivable,"United Kingdom, United States","March 1, 2018",2017,R,106 min,Thrillers,A couple trying to conceive invite a woman with a mysterious past to move in with them. But it's an invitation they might come to regret.,2018,March,Adults,United Kingdom
2345,70025303,Movie,Insan,India,"March 1, 2018",2005,TV-14,141 min,"Action & Adventure, Dramas, International Movies","A grieving policeman and a rickshaw driver are brought together by a dark, tragic secret that will change their lives forever.",2018,March,Teens,India
2346,70048905,Movie,Iqbal,India,"March 1, 2018",2006,TV-Y7,127 min,"Dramas, Independent Movies, International Movies",A boy with a hearing and speech impairment – and extraordinary athletic ability – chases his lifelong dream of playing cricket for India.,2018,March,Older Kids,India
2347,80223227,Movie,Ishqedarriyaan,India,"March 1, 2018",2015,TV-14,130 min,"Dramas, International Movies, Romantic Movies",A young millionaire is willing to do anything to make the schoolteacher he loves happy. Even if it means helping her marry someone else.,2018,March,Teens,India
2348,80223195,Movie,Issaq,India,"March 1, 2018",2013,TV-MA,140 min,"Dramas, International Movies, Music & Musicals",Two young lovers in Banaras are caught in the crossfire of a feud between their powerful families and a political climate destroying their city.,2018,March,Adults,India
2349,80236906,Movie,Judwaa 2,India,"March 1, 2018",2017,TV-14,145 min,"Action & Adventure, Comedies, International Movies","Separated at birth, twins Raja and Prem couldn't be more different. But when fate puts them both in London, they start being mistaken for each other.",2018,March,Teens,India
2350,80238297,Movie,Kaakan,India,"March 1, 2018",2015,TV-14,132 min,"Dramas, International Movies, Romantic Movies","Star-crossed lovers from different social strata struggle to overcome differences in class and family expectation, as well as a long separation.",2018,March,Teens,India
2351,80235958,Movie,Kalki,India,"March 1, 2018",2017,TV-14,41 min,"Dramas, Independent Movies, International Movies",A scientist trying to solve one of the universe's greatest puzzles begins a romance with a much younger colleague that's haunted by a dark secret.,2018,March,Teens,India
2352,80238296,Movie,Kanika,India,"March 1, 2018",2017,TV-14,110 min,"Horror Movies, International Movies, Thrillers",A doctor and his colleagues who use sex-determination testing for unethical ends face retribution from a supernatural victim who seeks vengeance.,2018,March,Teens,India
2353,17969262,Movie,Khalnayak,India,"March 1, 2018",1993,TV-14,170 min,"Action & Adventure, Dramas, International Movies",A prison guard goes undercover as a dancer to try and recapture an escaped criminal and restore her police inspector boyfriend's reputation.,2018,March,Teens,India
2354,80223317,Movie,Khushi,India,"March 1, 2018",2003,TV-14,157 min,"Comedies, International Movies, Music & Musicals","While playing matchmaker to a pair of their friends, two young university students begin developing feelings for each other.",2018,March,Teens,India
2355,70012334,Movie,Kyun! Ho Gaya Na,India,"March 1, 2018",2004,TV-PG,165 min,"International Movies, Romantic Movies","Cinematic lovebirds Aishwarya Rai and Vivek Oberoi star in this love story about a sweet young girl, Diya, brought up by her widowed father on a coffee plantation in the village of Coorg.",2018,March,Older Kids,India
2356,80184131,Movie,LA 92,United States,"March 1, 2018",2017,R,114 min,Documentaries,Previously unseen footage is shaped into a fresh and timely retelling of the 1992 Rodney King trial – and the verdict that sparked civil unrest.,2018,March,Adults,United States
2357,80106947,Movie,Laal Rang,India,"March 1, 2018",2016,TV-14,143 min,"Dramas, International Movies, Thrillers","Eager for cash, Rajesh joins his friend Shankar's blood-theft operation. As Rajesh's greed grows and the cops close in, Shankar is poised to explode.",2018,March,Teens,India
2358,80082014,Movie,Love Beats Rhymes,United States,"March 1, 2018",2016,R,106 min,"Dramas, Romantic Movies","After enrolling in a college poetry course, a struggling rapper finds inspiration for her new voice through slam poetry.",2018,March,Adults,United States
2359,80235325,TV Show,Mahi Way,India,"March 1, 2018",2010,TV-14,1 Season,"International TV Shows, TV Comedies","Though worried she's doomed to be single forever, Mahi embraces her vivacious and creative nature while working to tame her inner critic.",2018,March,Teens,India
2360,70291094,Movie,Monster High 13 Wishes,United States,"March 1, 2018",2013,TV-Y7,73 min,Children & Family Movies,"It's a new school year at Monster High, and the little sister of Clawdeen Wolf, Howleen, is determined to be more fangtastic than ever.",2018,March,Older Kids,United States
2361,70250369,Movie,Monster High: Ghouls Rule,United States,"March 1, 2018",2012,TV-Y7,71 min,Children & Family Movies,"After learning that monsters and ""Normies"" used to spend Halloween together, Frankie Stein and her pals rally both groups for a frightfully good time.",2018,March,Older Kids,United States
2362,80223230,Movie,No Entry,India,"March 1, 2018",2005,TV-PG,161 min,"Comedies, International Movies","After a prank goes sideways, three buddies find their relationships  – with women and each other – tested in unexpected ways.",2018,March,Older Kids,India
2363,80059049,Movie,Pardes,India,"March 1, 2018",1997,TV-14,187 min,"Dramas, International Movies, Romantic Movies","Prompted by loyalty, Arjun plays matchmaker between his philandering foster brother and a conservative girl but winds up falling in love himself.",2018,March,Teens,India
2364,60032008,Movie,Pitaah,India,"March 1, 2018",2002,TV-MA,127 min,"Dramas, International Movies, Music & Musicals","Thakur Avadh is an evil landlord in a remote village who rules with an iron fist. His two sons live a debauched life, knowing that their father will bail them out of any scrape.",2018,March,Adults,India
2365,60037397,Movie,Pukar,India,"March 1, 2018",2000,TV-14,165 min,"Action & Adventure, Dramas, International Movies",A notorious terrorist manipulates an Indian army major's jilted lover into helping him obtain a classified military code.,2018,March,Teens,India
2366,80223228,Movie,Rahasya,India,"March 1, 2018",2015,TV-14,117 min,"Dramas, International Movies","The murder of a teenage girl found dead in her bedroom opens up a twisted investigation that leads into a dark, murky labyrinth of secrets and lies.",2018,March,Teens,India
2367,70001082,Movie,Run,India,"March 1, 2018",2004,TV-14,134 min,"Action & Adventure, International Movies, Music & Musicals",Siddharth falls in love with beautiful Jhanvi. But Jhanvi's brother Ganpat is overly possessive – and determined to destroy their relationship.,2018,March,Teens,India
2368,80238291,Movie,Samarppanam,India,"March 1, 2018",2017,TV-14,116 min,"Dramas, International Movies","When a young girl is killed in a suspicious train accident, three very different lives become intertwined in their quest for answers.",2018,March,Teens,India
2369,80158247,Movie,Schubert In Love,Germany,"March 1, 2018",2016,TV-14,94 min,"Comedies, International Movies","The last of his family line, Olaf Schubert doesn't have time for a girlfriend but dutifully searches for one when his father demands offspring.",2018,March,Teens,Germany
