index,SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Active_case
155836,155837,11/15/2020,Durango,Mexico,2020/11/16 05:25,17499,983,0,16516
155837,155838,11/15/2020,East Flanders,Belgium,2020/11/16 05:25,48444,0,0,48444
155838,155839,11/15/2020,Ehime,Japan,2020/11/16 05:25,129,6,110,13
155839,155840,11/15/2020,Emilia-Romagna,Italy,2020/11/16 05:25,88520,5044,30275,53201
155840,155841,11/15/2020,England,UK,2020/11/16 05:25,1174979,45592,0,1129387
155841,155842,11/15/2020,Espirito Santo,Brazil,2020/11/16 05:25,169928,4009,156968,8951
155842,155843,11/15/2020,Extremadura,Spain,2020/11/16 05:25,25454,826,2652,21976
155843,155844,11/15/2020,Falkland Islands (Malvinas),UK,2020/11/16 05:25,15,0,13,2
155844,155845,11/15/2020,Faroe Islands,Denmark,2020/11/16 05:25,498,0,495,3
155845,155846,11/15/2020,Flemish Brabant,Belgium,2020/11/16 05:25,41165,0,0,41165
155846,155847,11/15/2020,Flevoland,Netherlands,2020/11/16 05:25,8656,121,0,8535
155847,155848,11/15/2020,Florida,US,2020/11/16 05:25,885201,17518,0,867683
155848,155849,11/15/2020,French Guiana,France,2020/11/16 05:25,10844,70,9995,779
155849,155850,11/15/2020,French Polynesia,France,2020/11/16 05:25,11706,53,4842,6811
155850,155851,11/15/2020,Friesland,Netherlands,2020/11/16 05:25,7138,101,0,7037
155851,155852,11/15/2020,Friuli Venezia Giulia,Italy,2020/11/16 05:25,18937,528,8482,9927
155852,155853,11/15/2020,Fujian,China,2020/11/16 05:25,461,1,426,34
155853,155854,11/15/2020,Fukui,Japan,2020/11/16 05:25,272,11,246,15
155854,155855,11/15/2020,Fukuoka,Japan,2020/11/16 05:25,5373,103,5156,114
155855,155856,11/15/2020,Fukushima,Japan,2020/11/16 05:25,438,6,389,43
155856,155857,11/15/2020,Galicia,Spain,2020/11/16 05:25,42132,1061,9204,31867
155857,155858,11/15/2020,Gansu,China,2020/11/16 05:25,181,2,177,2
155858,155859,11/15/2020,Gavleborg,Sweden,2020/11/16 05:25,4766,172,0,4594
155859,155860,11/15/2020,Gelderland,Netherlands,2020/11/16 05:25,43814,956,0,42858
155860,155861,11/15/2020,Georgia,US,2020/11/16 05:25,424989,8957,0,416032
155861,155862,11/15/2020,Gibraltar,UK,2020/11/16 05:25,902,1,754,147
155862,155863,11/15/2020,Gifu,Japan,2020/11/16 05:25,809,12,693,104
155863,155864,11/15/2020,Gilgit-Baltistan,Pakistan,2020/11/16 05:25,4452,93,4203,156
155864,155865,11/15/2020,Goa,India,2020/11/16 05:25,45903,662,43656,1585
155865,155866,11/15/2020,Goias,Brazil,2020/11/16 05:25,267603,6034,257865,3704
155866,155867,11/15/2020,Gotland,Sweden,2020/11/16 05:25,777,7,0,770
155867,155868,11/15/2020,Grand Princess,Canada,2020/11/16 05:25,13,0,13,0
155868,155869,11/15/2020,Grand Princess,US,2020/11/16 05:25,103,3,0,100
155869,155870,11/15/2020,Greenland,Denmark,2020/11/16 05:25,18,0,17,1
155870,155871,11/15/2020,Groningen,Netherlands,2020/11/16 05:25,7124,44,0,7080
155871,155872,11/15/2020,Guadeloupe,France,2020/11/16 05:25,8098,139,2242,5717
155872,155873,11/15/2020,Guainia,Colombia,2020/11/16 05:25,1167,19,1142,6
155873,155874,11/15/2020,Guam,US,2020/11/16 05:25,5924,92,0,5832
155874,155875,11/15/2020,Guanajuato,Mexico,2020/11/16 05:25,54257,3651,0,50606
155875,155876,11/15/2020,Guangdong,China,2020/11/16 05:25,1968,8,1923,37
155876,155877,11/15/2020,Guangxi,China,2020/11/16 05:25,260,2,258,0
155877,155878,11/15/2020,Guaviare,Colombia,2020/11/16 05:25,1690,26,1616,48
155878,155879,11/15/2020,Guerrero,Mexico,2020/11/16 05:25,22961,2393,0,20568
155879,155880,11/15/2020,Guizhou,China,2020/11/16 05:25,147,2,145,0
155880,155881,11/15/2020,Gujarat,India,2020/11/16 05:25,188310,3803,171932,12575
155881,155882,11/15/2020,Gunma,Japan,2020/11/16 05:25,956,20,890,46
155882,155883,11/15/2020,Hainan,China,2020/11/16 05:25,171,6,165,0
155883,155884,11/15/2020,Hainaut,Belgium,2020/11/16 05:25,86262,0,0,86262
155884,155885,11/15/2020,Halland,Sweden,2020/11/16 05:25,4847,95,0,4752
155885,155886,11/15/2020,Hamburg,Germany,2020/11/16 05:25,20221,313,11400,8508
155886,155887,11/15/2020,Haryana,India,2020/11/16 05:25,199874,2019,178298,19557
155887,155888,11/15/2020,Hawaii,US,2020/11/16 05:25,16759,222,0,16537
155888,155889,11/15/2020,Hebei,China,2020/11/16 05:25,373,6,362,5
155889,155890,11/15/2020,Heilongjiang,China,2020/11/16 05:25,949,13,936,0
155890,155891,11/15/2020,Henan,China,2020/11/16 05:25,1288,22,1259,7
155891,155892,11/15/2020,Hessen,Germany,2020/11/16 05:25,65479,873,38465,26141
155892,155893,11/15/2020,Hidalgo,Mexico,2020/11/16 05:25,17187,2494,0,14693
155893,155894,11/15/2020,Himachal Pradesh,India,2020/11/16 05:25,29713,442,22392,6879
155894,155895,11/15/2020,Hiroshima,Japan,2020/11/16 05:25,697,5,658,34
155895,155896,11/15/2020,Hokkaido,Japan,2020/11/16 05:25,5483,126,3324,2033
155896,155897,11/15/2020,Hong Kong,Hong Kong,2020/11/16 05:25,5458,108,5194,156
155897,155898,11/15/2020,Huancavelica,Peru,2020/11/16 05:25,7485,130,0,7355
155898,155899,11/15/2020,Huanuco,Peru,2020/11/16 05:25,18404,437,0,17967
155899,155900,11/15/2020,Hubei,China,2020/11/16 05:25,68148,4512,63627,9
155900,155901,11/15/2020,Huila,Colombia,2020/11/16 05:25,27302,828,25581,893
155901,155902,11/15/2020,Hunan,China,2020/11/16 05:25,1020,4,1015,1
155902,155903,11/15/2020,Hyogo,Japan,2020/11/16 05:25,3974,70,3399,505
155903,155904,11/15/2020,Ibaraki,Japan,2020/11/16 05:25,967,19,779,169
155904,155905,11/15/2020,Ica,Peru,2020/11/16 05:25,30472,1696,0,28776
155905,155906,11/15/2020,Idaho,US,2020/11/16 05:25,82245,759,0,81486
155906,155907,11/15/2020,Illinois,US,2020/11/16 05:25,573616,11162,0,562454
155907,155908,11/15/2020,Indiana,US,2020/11/16 05:25,251597,4910,0,246687
155908,155909,11/15/2020,Ingushetia Republic,Russia,2020/11/16 05:25,8331,104,6869,1358
155909,155910,11/15/2020,Inner Mongolia,China,2020/11/16 05:25,307,1,282,24
155910,155911,11/15/2020,Iowa,US,2020/11/16 05:25,186314,1989,0,184325
155911,155912,11/15/2020,Irkutsk Oblast,Russia,2020/11/16 05:25,28078,585,24082,3411
155912,155913,11/15/2020,Ishikawa,Japan,2020/11/16 05:25,830,49,766,15
155913,155914,11/15/2020,Islamabad,Pakistan,2020/11/16 05:25,24218,257,20274,3687
155914,155915,11/15/2020,Isle of Man,UK,2020/11/16 05:25,363,25,329,9
155915,155916,11/15/2020,Ivano-Frankivsk Oblast,Ukraine,2020/11/16 05:25,27986,515,11953,15518
155916,155917,11/15/2020,Ivanovo Oblast,Russia,2020/11/16 05:25,13497,203,9497,3797
155917,155918,11/15/2020,Iwate,Japan,2020/11/16 05:25,75,0,28,47
155918,155919,11/15/2020,Jalisco,Mexico,2020/11/16 05:25,37479,4479,0,33000
155919,155920,11/15/2020,Jammu and Kashmir,India,2020/11/16 05:25,102619,1589,95342,5688
155920,155921,11/15/2020,Jamtland Harjedalen,Sweden,2020/11/16 05:25,1993,67,0,1926
155921,155922,11/15/2020,Jewish Autonomous Okrug,Russia,2020/11/16 05:25,2534,44,1405,1085
155922,155923,11/15/2020,Jharkhand,India,2020/11/16 05:25,106064,924,102188,2952
155923,155924,11/15/2020,Jiangsu,China,2020/11/16 05:25,677,0,666,11
155924,155925,11/15/2020,Jiangxi,China,2020/11/16 05:25,935,1,934,0
155925,155926,11/15/2020,Jilin,China,2020/11/16 05:25,157,2,155,0
155926,155927,11/15/2020,Jonkoping,Sweden,2020/11/16 05:25,9066,192,0,8874
155927,155928,11/15/2020,Junin,Peru,2020/11/16 05:25,24417,874,0,23543
155928,155929,11/15/2020,Kabardino-Balkarian Republic,Russia,2020/11/16 05:25,11362,176,8185,3001
155929,155930,11/15/2020,Kagawa,Japan,2020/11/16 05:25,115,2,100,13
155930,155931,11/15/2020,Kagoshima,Japan,2020/11/16 05:25,557,15,470,72
155931,155932,11/15/2020,Kaliningrad Oblast,Russia,2020/11/16 05:25,8789,105,5682,3002
155932,155933,11/15/2020,Kalmar,Sweden,2020/11/16 05:25,1907,65,0,1842
155933,155934,11/15/2020,Kalmykia Republic,Russia,2020/11/16 05:25,10455,115,7867,2473
155934,155935,11/15/2020,Kaluga Oblast,Russia,2020/11/16 05:25,13895,97,10606,3192
155935,155936,11/15/2020,Kamchatka Krai,Russia,2020/11/16 05:25,6657,70,4315,2272
155936,155937,11/15/2020,Kanagawa,Japan,2020/11/16 05:25,10173,183,8932,1058
155937,155938,11/15/2020,Kansas,US,2020/11/16 05:25,117564,1184,0,116380
155938,155939,11/15/2020,Karachay-Cherkess Republic,Russia,2020/11/16 05:25,10911,34,6816,4061
155939,155940,11/15/2020,Karelia Republic,Russia,2020/11/16 05:25,9988,70,5114,4804
155940,155941,11/15/2020,Karnataka,India,2020/11/16 05:25,861647,11529,822953,27165
155941,155942,11/15/2020,Kemerovo Oblast,Russia,2020/11/16 05:25,18113,310,14544,3259
155942,155943,11/15/2020,Kentucky,US,2020/11/16 05:25,137586,1661,0,135925
155943,155944,11/15/2020,Kerala,India,2020/11/16 05:25,524998,1869,448207,74922
155944,155945,11/15/2020,Khabarovsk Krai,Russia,2020/11/16 05:25,19943,146,12934,6863
155945,155946,11/15/2020,Khakassia Republic,Russia,2020/11/16 05:25,9393,95,6543,2755
155946,155947,11/15/2020,Khanty-Mansi Autonomous Okrug,Russia,2020/11/16 05:25,31247,318,26152,4777
155947,155948,11/15/2020,Kharkiv Oblast,Ukraine,2020/11/16 05:25,47599,642,14611,32346
155948,155949,11/15/2020,Kherson Oblast,Ukraine,2020/11/16 05:25,6967,143,2747,4077
155949,155950,11/15/2020,Khmelnytskyi Oblast,Ukraine,2020/11/16 05:25,22879,362,11724,10793
155950,155951,11/15/2020,Khyber Pakhtunkhwa,Pakistan,2020/11/16 05:25,42370,1311,39005,2054
155951,155952,11/15/2020,Kiev,Ukraine,2020/11/16 05:25,50620,965,18759,30896
155952,155953,11/15/2020,Kiev Oblast,Ukraine,2020/11/16 05:25,24493,560,9986,13947
155953,155954,11/15/2020,Kirov Oblast,Russia,2020/11/16 05:25,14674,183,8392,6099
155954,155955,11/15/2020,Kirovohrad Oblast,Ukraine,2020/11/16 05:25,3651,121,1782,1748
155955,155956,11/15/2020,Kochi,Japan,2020/11/16 05:25,144,4,140,0
155956,155957,11/15/2020,Komi Republic,Russia,2020/11/16 05:25,17113,277,11880,4956
155957,155958,11/15/2020,Kostroma Oblast,Russia,2020/11/16 05:25,9326,163,5760,3403
155958,155959,11/15/2020,Krasnodar Krai,Russia,2020/11/16 05:25,19548,506,12456,6586
155959,155960,11/15/2020,Krasnoyarsk Krai,Russia,2020/11/16 05:25,31226,825,23701,6700
155960,155961,11/15/2020,Kronoberg,Sweden,2020/11/16 05:25,3679,135,0,3544
155961,155962,11/15/2020,Kumamoto,Japan,2020/11/16 05:25,915,10,815,90
155962,155963,11/15/2020,Kurgan Oblast,Russia,2020/11/16 05:25,7182,108,6449,625
155963,155964,11/15/2020,Kursk Oblast,Russia,2020/11/16 05:25,12975,146,9690,3139
155964,155965,11/15/2020,Kyoto,Japan,2020/11/16 05:25,2296,33,2065,198
155965,155966,11/15/2020,La Guajira,Colombia,2020/11/16 05:25,10991,437,10121,433
155966,155967,11/15/2020,La Libertad,Peru,2020/11/16 05:25,34093,2332,0,31761
155967,155968,11/15/2020,La Rioja,Spain,2020/11/16 05:25,14972,506,3107,11359
155968,155969,11/15/2020,Ladakh,India,2020/11/16 05:25,7396,89,6385,922
155969,155970,11/15/2020,Lakshadweep,India,2020/11/16 05:25,0,0,0,0
155970,155971,11/15/2020,Lambayeque,Peru,2020/11/16 05:25,29707,1807,0,27900
155971,155972,11/15/2020,Lazio,Italy,2020/11/16 05:25,84274,1646,15319,67309
155972,155973,11/15/2020,Leningrad Oblast,Russia,2020/11/16 05:25,13927,121,8267,5539
155973,155974,11/15/2020,Liaoning,China,2020/11/16 05:25,288,2,280,6
155974,155975,11/15/2020,Liege,Belgium,2020/11/16 05:25,87228,0,0,87228
155975,155976,11/15/2020,Liguria,Italy,2020/11/16 05:25,43377,2109,25530,15738
155976,155977,11/15/2020,Lima,Peru,2020/11/16 05:25,419479,15800,0,403679
155977,155978,11/15/2020,Limburg,Belgium,2020/11/16 05:25,22014,0,0,22014
155978,155979,11/15/2020,Limburg,Netherlands,2020/11/16 05:25,20736,840,0,19896
155979,155980,11/15/2020,Lipetsk Oblast,Russia,2020/11/16 05:25,9522,85,7652,1785
155980,155981,11/15/2020,Lombardia,Italy,2020/11/16 05:25,320780,19367,138872,162541
155981,155982,11/15/2020,Loreto,Peru,2020/11/16 05:25,23339,979,0,22360
155982,155983,11/15/2020,Los Lagos,Chile,2020/11/16 05:25,18036,161,16440,1435
155983,155984,11/15/2020,Los Rios,Chile,2020/11/16 05:25,4823,43,4138,642
155984,155985,11/15/2020,Louisiana,US,2020/11/16 05:25,201981,6121,0,195860
155985,155986,11/15/2020,Luhansk Oblast,Ukraine,2020/11/16 05:25,5147,123,2648,2376
155986,155987,11/15/2020,Luxembourg,Belgium,2020/11/16 05:25,14877,0,0,14877
155987,155988,11/15/2020,Lviv Oblast,Ukraine,2020/11/16 05:25,36894,1057,24393,11444
155988,155989,11/15/2020,Macau,Macau,2020/11/16 05:25,46,0,46,0
155989,155990,11/15/2020,Madhya Pradesh,India,2020/11/16 05:25,183927,3090,171691,9146
155990,155991,11/15/2020,Madre de Dios,Peru,2020/11/16 05:25,9032,149,0,8883
155991,155992,11/15/2020,Madrid,Spain,2020/11/16 05:25,330483,11053,40736,278694
155992,155993,11/15/2020,Magadan Oblast,Russia,2020/11/16 05:25,5031,47,3940,1044
155993,155994,11/15/2020,Magallanes,Chile,2020/11/16 05:25,13355,166,12772,417
155994,155995,11/15/2020,Magdalena,Colombia,2020/11/16 05:25,18548,937,16865,746
155995,155996,11/15/2020,Maharashtra,India,2020/11/16 05:25,1747242,45974,1615379,85889
155996,155997,11/15/2020,Maine,US,2020/11/16 05:25,8944,165,0,8779
155997,155998,11/15/2020,Manipur,India,2020/11/16 05:25,21871,221,18593,3057
155998,155999,11/15/2020,Manitoba,Canada,2020/11/16 05:25,10947,162,4070,6715
155999,156000,11/15/2020,Maranhao,Brazil,2020/11/16 05:25,189590,4178,182795,2617
156000,156001,11/15/2020,Marche,Italy,2020/11/16 05:25,23316,1111,8156,14049
156001,156002,11/15/2020,Mari El Republic,Russia,2020/11/16 05:25,6812,76,5711,1025
156002,156003,11/15/2020,Martinique,France,2020/11/16 05:25,4732,37,98,4597
156003,156004,11/15/2020,Maryland,US,2020/11/16 05:25,165930,4302,0,161628
156004,156005,11/15/2020,Massachusetts,US,2020/11/16 05:25,188275,10329,0,177946
156005,156006,11/15/2020,Mato Grosso,Brazil,2020/11/16 05:25,151582,3986,142755,4841
156006,156007,11/15/2020,Mato Grosso do Sul,Brazil,2020/11/16 05:25,87935,1690,81625,4620
156007,156008,11/15/2020,Maule,Chile,2020/11/16 05:25,20027,450,19012,565
156008,156009,11/15/2020,Mayotte,France,2020/11/16 05:25,4921,46,2964,1911
156009,156010,11/15/2020,Mecklenburg-Vorpommern,Germany,2020/11/16 05:25,4435,38,2991,1406
156010,156011,11/15/2020,Meghalaya,India,2020/11/16 05:25,10665,100,9594,971
156011,156012,11/15/2020,Melilla,Spain,2020/11/16 05:25,3591,32,125,3434
156012,156013,11/15/2020,Meta,Colombia,2020/11/16 05:25,25640,584,24126,930
156013,156014,11/15/2020,Metropolitana,Chile,2020/11/16 05:25,300954,10116,288748,2090
156014,156015,11/15/2020,Mexico,Mexico,2020/11/16 05:25,103394,14775,0,88619
156015,156016,11/15/2020,Michigan,US,2020/11/16 05:25,275792,8376,0,267416
156016,156017,11/15/2020,Michoacan,Mexico,2020/11/16 05:25,26871,2173,0,24698
156017,156018,11/15/2020,Mie,Japan,2020/11/16 05:25,619,6,564,49
156018,156019,11/15/2020,Minas Gerais,Brazil,2020/11/16 05:25,382882,9507,352001,21374
156019,156020,11/15/2020,Minnesota,US,2020/11/16 05:25,223581,2961,0,220620
156020,156021,11/15/2020,Mississippi,US,2020/11/16 05:25,134309,3543,0,130766
156021,156022,11/15/2020,Missouri,US,2020/11/16 05:25,244541,3387,0,241154
156022,156023,11/15/2020,Miyagi,Japan,2020/11/16 05:25,989,7,778,204
156023,156024,11/15/2020,Miyazaki,Japan,2020/11/16 05:25,373,1,370,2
156024,156025,11/15/2020,Mizoram,India,2020/11/16 05:25,3396,4,2876,516
156025,156026,11/15/2020,Molise,Italy,2020/11/16 05:25,2995,67,916,2012
156026,156027,11/15/2020,Montana,US,2020/11/16 05:25,47158,520,0,46638
156027,156028,11/15/2020,Montserrat,UK,2020/11/16 05:25,13,1,12,0
156028,156029,11/15/2020,Moquegua,Peru,2020/11/16 05:25,14822,285,0,14537
156029,156030,11/15/2020,Mordovia Republic,Russia,2020/11/16 05:25,9428,56,7777,1595
156030,156031,11/15/2020,Morelos,Mexico,2020/11/16 05:25,7307,1263,0,6044
156031,156032,11/15/2020,Moscow,Russia,2020/11/16 05:25,510214,7787,367613,134814
156032,156033,11/15/2020,Moscow Oblast,Russia,2020/11/16 05:25,96657,1799,71366,23492
156033,156034,11/15/2020,Murcia,Spain,2020/11/16 05:25,48473,472,2180,45821
156034,156035,11/15/2020,Murmansk Oblast,Russia,2020/11/16 05:25,23328,381,18968,3979
156035,156036,11/15/2020,Mykolaiv Oblast,Ukraine,2020/11/16 05:25,12340,241,3835,8264
156036,156037,11/15/2020,Nagaland,India,2020/11/16 05:25,9885,52,8913,920
156037,156038,11/15/2020,Nagano,Japan,2020/11/16 05:25,460,6,345,109
156038,156039,11/15/2020,Nagasaki,Japan,2020/11/16 05:25,251,3,242,6
156039,156040,11/15/2020,Namur,Belgium,2020/11/16 05:25,30287,0,0,30287
156040,156041,11/15/2020,Nara,Japan,2020/11/16 05:25,844,11,672,161
156041,156042,11/15/2020,Narino,Colombia,2020/11/16 05:25,23821,802,21832,1187
156042,156043,11/15/2020,Navarra,Spain,2020/11/16 05:25,37333,787,3905,32641
156043,156044,11/15/2020,Nayarit,Mexico,2020/11/16 05:25,6943,896,0,6047
156044,156045,11/15/2020,Nebraska,US,2020/11/16 05:25,98161,779,0,97382
156045,156046,11/15/2020,Nenets Autonomous Okrug,Russia,2020/11/16 05:25,574,0,303,271
156046,156047,11/15/2020,Nevada,US,2020/11/16 05:25,120183,1909,0,118274
156047,156048,11/15/2020,New Brunswick,Canada,2020/11/16 05:25,367,6,339,22
156048,156049,11/15/2020,New Caledonia,France,2020/11/16 05:25,30,0,28,2
156049,156050,11/15/2020,New Hampshire,US,2020/11/16 05:25,14682,499,0,14183
156050,156051,11/15/2020,New Jersey,US,2020/11/16 05:25,279274,16566,0,262708
156051,156052,11/15/2020,New Mexico,US,2020/11/16 05:25,64201,1215,0,62986
156052,156053,11/15/2020,New South Wales,Australia,2020/11/16 05:25,4498,53,3156,1289
156053,156054,11/15/2020,New York,US,2020/11/16 05:25,560200,34032,0,526168
156054,156055,11/15/2020,Newfoundland and Labrador,Canada,2020/11/16 05:25,303,4,289,10
156055,156056,11/15/2020,Niedersachsen,Germany,2020/11/16 05:25,55433,904,38274,16255
156056,156057,11/15/2020,Niigata,Japan,2020/11/16 05:25,226,0,184,42
156057,156058,11/15/2020,Ningxia,China,2020/11/16 05:25,75,0,75,0
156058,156059,11/15/2020,Nizhny Novgorod Oblast,Russia,2020/11/16 05:25,47807,970,40239,6598
156059,156060,11/15/2020,Noord-Brabant,Netherlands,2020/11/16 05:25,70098,1918,0,68180
156060,156061,11/15/2020,Noord-Holland,Netherlands,2020/11/16 05:25,82497,1178,0,81319
156061,156062,11/15/2020,Nordrhein-Westfalen,Germany,2020/11/16 05:25,202817,2637,128399,71781
156062,156063,11/15/2020,Norrbotten,Sweden,2020/11/16 05:25,3188,91,0,3097
156063,156064,11/15/2020,Norte de Santander,Colombia,2020/11/16 05:25,24803,1215,22419,1169
156064,156065,11/15/2020,North Carolina,US,2020/11/16 05:25,312235,4806,0,307429
156065,156066,11/15/2020,North Dakota,US,2020/11/16 05:25,63796,736,0,63060
156066,156067,11/15/2020,North Ossetia - Alania Republic,Russia,2020/11/16 05:25,8246,72,6039,2135
156067,156068,11/15/2020,Northern Ireland,UK,2020/11/16 05:25,46831,855,0,45976
156068,156069,11/15/2020,Northern Mariana Islands,US,2020/11/16 05:25,102,2,0,100
156069,156070,11/15/2020,Northern Territory,Australia,2020/11/16 05:25,46,0,38,8
156070,156071,11/15/2020,Northwest Territories,Canada,2020/11/16 05:25,15,0,10,5
156071,156072,11/15/2020,Nova Scotia,Canada,2020/11/16 05:25,1144,65,1058,21
156072,156073,11/15/2020,Novgorod Oblast,Russia,2020/11/16 05:25,9074,89,5725,3260
156073,156074,11/15/2020,Novosibirsk Oblast,Russia,2020/11/16 05:25,20001,655,16307,3039
156074,156075,11/15/2020,Nuble,Chile,2020/11/16 05:25,8028,163,7612,253
156075,156076,11/15/2020,Nuevo Leon,Mexico,2020/11/16 05:25,60393,4243,0,56150
156076,156077,11/15/2020,OHiggins,Chile,2020/11/16 05:25,19264,518,18472,274
156077,156078,11/15/2020,Oaxaca,Mexico,2020/11/16 05:25,22884,1823,0,21061
156078,156079,11/15/2020,Odessa Oblast,Ukraine,2020/11/16 05:25,32782,460,7842,24480
156079,156080,11/15/2020,Odisha,India,2020/11/16 05:25,308659,1527,297862,9270
156080,156081,11/15/2020,Ohio,US,2020/11/16 05:25,298096,5722,0,292374
156081,156082,11/15/2020,Oita,Japan,2020/11/16 05:25,164,3,158,3
156082,156083,11/15/2020,Okayama,Japan,2020/11/16 05:25,396,10,259,127
156083,156084,11/15/2020,Okinawa,Japan,2020/11/16 05:25,3744,66,3347,331
156084,156085,11/15/2020,Oklahoma,US,2020/11/16 05:25,154128,1528,0,152600
156085,156086,11/15/2020,Omsk Oblast,Russia,2020/11/16 05:25,19024,442,14918,3664
156086,156087,11/15/2020,Ontario,Canada,2020/11/16 05:25,97371,3408,82137,11826
156087,156088,11/15/2020,Orebro,Sweden,2020/11/16 05:25,7327,180,0,7147
156088,156089,11/15/2020,Oregon,US,2020/11/16 05:25,56880,761,0,56119
156089,156090,11/15/2020,Orel Oblast,Russia,2020/11/16 05:25,13950,171,10819,2960
156090,156091,11/15/2020,Orenburg Oblast,Russia,2020/11/16 05:25,20377,155,17732,2490
156091,156092,11/15/2020,Osaka,Japan,2020/11/16 05:25,15421,254,13080,2087
156092,156093,11/15/2020,Ostergotland,Sweden,2020/11/16 05:25,7847,261,0,7586
156093,156094,11/15/2020,Overijssel,Netherlands,2020/11/16 05:25,26317,477,0,25840
156094,156095,11/15/2020,P.A. Bolzano,Italy,2020/11/16 05:25,17302,398,6614,10290
156095,156096,11/15/2020,P.A. Trento,Italy,2020/11/16 05:25,12568,524,9082,2962
156096,156097,11/15/2020,Pais Vasco,Spain,2020/11/16 05:25,84175,2242,16160,65773
156097,156098,11/15/2020,Para,Brazil,2020/11/16 05:25,261788,6827,244543,10418
156098,156099,11/15/2020,Paraiba,Brazil,2020/11/16 05:25,138546,3204,112055,23287
156099,156100,11/15/2020,Parana,Brazil,2020/11/16 05:25,239107,5697,171523,61887
156100,156101,11/15/2020,Pasco,Peru,2020/11/16 05:25,6016,118,0,5898
156101,156102,11/15/2020,Pennsylvania,US,2020/11/16 05:25,268696,9290,0,259406
156102,156103,11/15/2020,Penza Oblast,Russia,2020/11/16 05:25,17766,216,13271,4279
156103,156104,11/15/2020,Perm Krai,Russia,2020/11/16 05:25,16418,468,11070,4880
156104,156105,11/15/2020,Pernambuco,Brazil,2020/11/16 05:25,170860,8827,151016,11017
156105,156106,11/15/2020,Piaui,Brazil,2020/11/16 05:25,120172,2524,116994,654
156106,156107,11/15/2020,Piemonte,Italy,2020/11/16 05:25,125465,5046,49190,71229
156107,156108,11/15/2020,Piura,Peru,2020/11/16 05:25,39535,2057,0,37478
156108,156109,11/15/2020,Poltava Oblast,Ukraine,2020/11/16 05:25,14966,302,6493,8171
156109,156110,11/15/2020,Port Quarantine,Japan,2020/11/16 05:25,1354,1,514,839
156110,156111,11/15/2020,Primorsky Krai,Russia,2020/11/16 05:25,18504,193,13806,4505
156111,156112,11/15/2020,Prince Edward Island,Canada,2020/11/16 05:25,68,0,64,4
156112,156113,11/15/2020,Pskov Oblast,Russia,2020/11/16 05:25,9705,72,5069,4564
156113,156114,11/15/2020,Puducherry,India,2020/11/16 05:25,36324,608,34732,984
156114,156115,11/15/2020,Puebla,Mexico,2020/11/16 05:25,37628,4969,0,32659
156115,156116,11/15/2020,Puerto Rico,US,2020/11/16 05:25,42479,935,0,41544
156116,156117,11/15/2020,Puglia,Italy,2020/11/16 05:25,34438,985,8751,24702
156117,156118,11/15/2020,Punjab,India,2020/11/16 05:25,141658,4458,131431,5769
156118,156119,11/15/2020,Punjab,Pakistan,2020/11/16 05:25,110450,2475,97776,10199
156119,156120,11/15/2020,Puno,Peru,2020/11/16 05:25,17862,357,0,17505
156120,156121,11/15/2020,Putumayo,Colombia,2020/11/16 05:25,4668,217,4249,202
156121,156122,11/15/2020,Qinghai,China,2020/11/16 05:25,18,0,18,0
156122,156123,11/15/2020,Quebec,Canada,2020/11/16 05:25,123854,6626,104848,12380
156123,156124,11/15/2020,Queensland,Australia,2020/11/16 05:25,1185,6,1171,8
156124,156125,11/15/2020,Queretaro,Mexico,2020/11/16 05:25,17308,1267,0,16041
156125,156126,11/15/2020,Quindio,Colombia,2020/11/16 05:25,14143,355,12493,1295
156126,156127,11/15/2020,Quintana Roo,Mexico,2020/11/16 05:25,13899,1888,0,12011
156127,156128,11/15/2020,Rajasthan,India,2020/11/16 05:25,225817,2066,205414,18337
156128,156129,11/15/2020,Recovered,US,2020/11/16 05:25,0,0,4174884,-4174884
156129,156130,11/15/2020,Reunion,France,2020/11/16 05:25,6881,29,5928,924
156130,156131,11/15/2020,Rheinland-Pfalz,Germany,2020/11/16 05:25,32563,363,18602,13598
156131,156132,11/15/2020,Rhode Island,US,2020/11/16 05:25,41529,1254,0,40275
156132,156133,11/15/2020,Rio Grande do Norte,Brazil,2020/11/16 05:25,83646,2641,47160,33845
156133,156134,11/15/2020,Rio Grande do Sul,Brazil,2020/11/16 05:25,278707,6219,254703,17785
156134,156135,11/15/2020,Rio de Janeiro,Brazil,2020/11/16 05:25,326956,21294,297514,8148
156135,156136,11/15/2020,Risaralda,Colombia,2020/11/16 05:25,20444,482,18652,1310
156136,156137,11/15/2020,Rivne Oblast,Ukraine,2020/11/16 05:25,24969,319,18276,6374
156137,156138,11/15/2020,Rondonia,Brazil,2020/11/16 05:25,75182,1501,67037,6644
156138,156139,11/15/2020,Roraima,Brazil,2020/11/16 05:25,60535,706,55878,3951
156139,156140,11/15/2020,Rostov Oblast,Russia,2020/11/16 05:25,35281,1063,28236,5982
156140,156141,11/15/2020,Ryazan Oblast,Russia,2020/11/16 05:25,12325,73,9006,3246
156141,156142,11/15/2020,Saarland,Germany,2020/11/16 05:25,10473,231,7902,2340
156142,156143,11/15/2020,Sachsen,Germany,2020/11/16 05:25,34970,514,15843,18613
156143,156144,11/15/2020,Sachsen-Anhalt,Germany,2020/11/16 05:25,8166,105,5471,2590
